"text,created_at"
"RT @DavidJHarrisJr: Project Veritas does it again!https://t.co/qoFnViEEkd,09-28-2020 04:27:54"
"Great book! https://t.co/H6J5JLW1mF,09-28-2020 04:29:21"
"RT @DavidJHarrisJr: Maybe the Clintons won't get away it after all.https://t.co/fj6SJmfAH4,09-28-2020 04:29:28"
"The Ballots being returned to States cannot be accurately counted. Many things are already going very wrong!,09-28-2020 14:21:22"
"The Fake News Media just like Election time 2016 is bringing up my Taxes &amp; all sorts of other nonsense with illegally obtained information &amp; only bad intent. I paid many millions of dollars in taxes but was entitled like everyone else to depreciation &amp; tax credits.....,09-28-2020 14:29:36"
".....Also if you look at the extraordinary assets owned by me which the Fake News hasn’t I am extremely under leveraged - I have very little debt compared to the value of assets. Much of this information is already on file but I have long said that I may release....,09-28-2020 14:29:37"
".....Financial Statements from  the time I announced I was going to run for President  showing all properties assets and debts. It is a very IMPRESSIVE Statement and also shows that I am the only President on record to give up my yearly $400000 plus Presidential Salary!,09-28-2020 14:29:37"
"Joe Biden just announced that he will not agree to a Drug Test. Gee I wonder why?,09-28-2020 14:33:31"
"https://t.co/gsFSghkmdM,09-28-2020 18:31:23"
"RT @GLFOP: .@realDonaldTrump: “I’m proud to have received the first ever unanimous endorsement from the largest police union in the world—t…,09-28-2020 19:11:05"
"RT @WhiteHouse: LIVE: President @realDonaldTrump gives an update on Coronavirus Testing Strategy https://t.co/Dp6FAknavO,09-28-2020 19:44:25"
"The “Trump Doctrine” earns President Trump a third Nobel Peace Prize Nomination! @LouDobbs,09-29-2020 00:37:58"
"RT @GOPLeader: Republicans will rebuild the greatest economy in history. We've done it once with President @realdonaldTrump—and we will do…,09-29-2020 01:24:06"
"RT @TeamTrump: President @realDonaldTrump's administration has built the most advanced testing system in the world from scratch https://t.c…,09-29-2020 01:25:37"
"RT @GOPChairwoman: .@DonaldJTrumpJr is spot on.@realDonaldTrump has actually created jobs while Joe Biden has just talked about it for 5…,09-29-2020 01:26:02"
"RT @WhiteHouse: This morning President @realDonaldTrump congratulated Lordstown Motors of Lordstown Ohio on their manufacturing of the 2…,09-29-2020 01:26:19"
"RT @TeamTrump: President @realDonaldTrump on Lordstown Motors in #Ohio: The area is ""absolutely booming"" now https://t.co/BZ1Smy8mJT,09-29-2020 01:26:37"
"https://t.co/fsVQbvjlnx,09-29-2020 02:31:12"
"Thank you #Truckers4Trump! https://t.co/leBrV3wo0J,09-29-2020 02:40:46"
"https://t.co/J0tnBeIz6x,09-29-2020 02:52:50"
"https://t.co/h4Ft5zhcmL,09-29-2020 02:52:58"
"https://t.co/FnFGjzd2er,09-29-2020 02:53:07"
"https://t.co/AOmhFwjxKC,09-29-2020 02:53:19"
"https://t.co/PAw9oibHyx,09-29-2020 02:53:25"
"WOW! https://t.co/rKu2PTcxxv,09-29-2020 02:59:50"
"https://t.co/jfbuPtqYz0,09-29-2020 02:59:59"
"RT @JamesOKeefeIII: BREAKING: Omar Connected Harvester SEEN Exchanging $200 for General Election Ballot.""We don't care illegal.""...""We are…,09-29-2020 03:24:39"
"RT @realDonaldTrump: https://t.co/J0tnBeIz6x,09-29-2020 03:26:56"
"RT @realDonaldTrump: https://t.co/h4Ft5zhcmL,09-29-2020 03:26:57"
"RT @realDonaldTrump: https://t.co/FnFGjzd2er,09-29-2020 03:27:07"
"Might as well mention this because it will never be reported by the Lamestream Media! https://t.co/5qqZrr9hXz,09-29-2020 03:51:04"
"Now Fake News @CNN is actually reporting that I wanted my daughter Ivanka to run with me as my Vice President in 2016 Election. Wrong and totally ridiculous. These people are sick!,09-29-2020 03:58:45"
"RT @rtraister: We got our ballots today--great. Then I opened them. In the one addressed to me: a ballot &amp; envelope bearing the name of ano…,09-29-2020 04:14:08"
"RT @thehill: New York City Board of Elections says vendor error led to voters getting mail-in ballots with return envelopes containing wron…,09-29-2020 04:15:14"
"RT @JamesAGagliano: Voters across Queens have received mail-in ballots for the 2020 presidential election marked for military use despite n…,09-29-2020 04:15:23"
"RT @athomeinbklyn: And this is the smallest of the problems being reported today as the requested absentee ballots begin to arrive.People…,09-29-2020 04:15:31"
"RT @SallyGold: “At this point the BOE does not know how many voters may be affected or how it will remedy the problem.”,09-29-2020 04:18:06"
"RT @BorisEP: MUST WATCH! Democrats #CashForBallots scheme exposed. https://t.co/MxhhjaHRKr,09-29-2020 04:19:21"
"RT @michellemalkin: ICYMI - @stevedraz the driving force in Minnesota state legislature on @ilhan-related investigations of campaign finan…,09-29-2020 04:19:40"
"Rigged Election! https://t.co/ysYCBCyxf8,09-29-2020 04:22:08"
"RT @BreitbartNews: Tom Fitton: Americans weren’t generally aware of Joe and Hunter Biden’s shenanigans in Ukraine but Obama’s State Depart…,09-29-2020 04:23:35"
"Our Great 1st Amendment our Great 2nd Amendment our right to worship God &amp; so much more comes down to one vote on the Court. @TedCruz has a fantastic new book “One Vote Away” out today! It's the best book to read as we fight to #ConfirmACB to #SCOTUS. https://t.co/M9xyXiUti2,09-29-2020 14:30:39"
"A GREAT HONOR THANK YOU!! https://t.co/OpgQwAPPtV,09-29-2020 15:53:03"
"https://t.co/glygIcS54J,09-30-2020 16:30:05"
"https://t.co/TrOy9toc8x,09-30-2020 16:30:13"
"https://t.co/vWae0Ad8EH,09-30-2020 16:30:20"
"https://t.co/eullWrX8Am,09-30-2020 17:26:18"
"Many more people would have died from the China Virus if Sleepy Joe were your President. He didn’t even want me to close our Country to Infected China until TWO MONTHS  later when he said I was right. Now he likes to say I didn’t close up “fast enough”. Just another politician!,09-30-2020 18:01:48"
"RT @CBS_Herridge: NOW: Under oath Senate Judiciary @Comey “I don't remember any information reaching me about the source for Steele."" WHY I…,09-30-2020 18:14:05"
"Such a timid group of reporters at the Biden Press Conference. Where do these people come from?,09-30-2020 18:23:46"
"Radical Left Democrats are going CRAZY!,09-30-2020 18:25:56"
"Thank you Chuck and Harry! https://t.co/kKQOKbNEtk,09-30-2020 18:44:15"
"RT @JudiciaryGOP: James Comey is a fraud.,09-30-2020 18:46:10"
"LIAR!!! https://t.co/FvaSich3Li,09-30-2020 18:46:51"
"RT @paulsperry_: Debuting next month: ""The Plot Against the President""Watch the trailer ...https://t.co/QuVpFgZm1d,09-30-2020 18:47:21"
"Should be arrested on the spot! https://t.co/x81s8npZEF,09-30-2020 18:48:06"
"RT @paulsperry_: Sen. Cruz to Comey: ""You were deliberately corrupt or woefully incompetent and I don't believe you were incompetent."",09-30-2020 18:48:26"
"RT @paulsperry_: We are in a stunningly bizarre situation where we have a candidate who was the vice president of an administration which 6…,09-30-2020 18:48:56"
"RT @paulsperry_: Comey refutes Senators' assertion he spied on Trump when in fact he sent Pientka to surveil Trump at a security briefing…,09-30-2020 18:49:28"
"https://t.co/ZrGsTKv78v,09-30-2020 19:13:46"
"RT @paulsperry_: All of these FBI CIA &amp; DOJ crooks are running out the clock until Nov. 3 while doing everything they can to boost Biden'…,09-30-2020 19:15:21"
"Try getting a new Anchor and a smarter Democrat candidate! https://t.co/B9heSVV1OJ,09-30-2020 19:19:56"
"No wonder I didn’t lose my hair! https://t.co/jBFE2OEhS2,09-30-2020 19:21:16"
"https://t.co/gsFSgh2KPc,09-30-2020 19:21:20"
"Thank you Ari! https://t.co/ghPg3w2jmc,09-30-2020 19:22:36"
"RT @GroverNorquist: Video: Yes Biden will ban fracking.He admits it on camera https://t.co/8b8xIoIKQV,09-30-2020 19:23:25"
"RT @GroverNorquist: Joe Biden will raise taxes on people making under $400000. You do not want to believe that?Watch Biden say it himself…,09-30-2020 19:23:39"
"https://t.co/V3jQCWm9uJ,09-30-2020 19:40:11"
"https://t.co/Zm6Lqzgppq,09-30-2020 19:40:47"
"Thank you! https://t.co/KVayfCydRd,09-30-2020 19:41:39"
"Just departed the White House for Minnesota! #MAGA https://t.co/nAdxls0z8C,09-30-2020 19:42:57"
"So weird to watch @FoxNews interviewing only failed Dems like Represenative Tim Ryan of Ohio who got zero percent in his recent presidential run and following Sleepy Joe’s train to wherever. What a difference from the past - But we will win anyway!!!,09-30-2020 20:27:35"
"HIGHEST CABLE TELEVISION RATINGS OF ALL TIME. SECOND HIGHEST OVERALL TELEVISION RATINGS OF ALL TIME. Some day these Fake Media Companies are going to miss me very badly!!!,09-30-2020 21:16:54"
"Just landed in Minnesota. Hasn’t been won by a Republican since 1972 and we saved Minneapolis. Also opened the massive and beautiful Iron Range which Obama and Sleepy Joe closed.  Thousands of jobs started back. They will close again. How can we lose?,09-30-2020 21:50:51"
"Leaving Minneapolis for a quick stop in Duluth to celebrate the opening of the Obama CLOSED Iron Range. My great honor!!!,09-30-2020 23:48:24"
"RT @DanScavino: #Elections2020 #MAGA🇺🇸🦅https://t.co/T2MirCw7ZL,09-30-2020 23:54:33"
"RT @realDonaldTrump: Just landed in Minnesota. Hasn’t been won by a Republican since 1972 and we saved Minneapolis. Also opened the massiv…,09-30-2020 23:54:57"
"RT @realDonaldTrump: HIGHEST CABLE TELEVISION RATINGS OF ALL TIME. SECOND HIGHEST OVERALL TELEVISION RATINGS OF ALL TIME. Some day these Fa…,09-30-2020 23:55:04"
"Sleepy Joe’s USA! https://t.co/qL0vHoGk0z,09-30-2020 23:56:23"
"RT @LindseyGrahamSC: Great news for South Carolina and a compliment to the @weareboeingsc workforce!This would never have come to pass ha…,09-30-2020 23:57:44"
"So when will something significant happen to James Comey? Got caught cold. He is either very dumb or one of the worst liars in political history. TOO LONG. EMBARRASSING!,10-01-2020 00:07:28"
"RT @paulsperry_: all this memory loss and out-of-the-loop i dunnos is strange for a guy who took copious notes after playing a case agent s…,10-01-2020 00:09:12"
"Thank you Duluth Minnesota! https://t.co/OY9Ki05WHb,10-01-2020 02:14:00"
"Last night I did what the corrupt media has refused to do: I held Joe Biden Accountable for his 47 years of lies 47 years of betrayals and 47 years of failure. The whole nation saw the truth — Joe Biden is too weak to lead this Country! https://t.co/8WepHOC0XN,10-01-2020 02:24:22"
"Comey is a disaster who cheated and lied. How do you write books when you can’t remember anything? Should be tried for treason. This is ridiculous! https://t.co/Xc6OiM4dcJ,10-01-2020 02:28:59"
"I want to defend &amp; preserve our nation’s historic values. Our opponents stand with rioters – I stand with the heroes of Law Enforcement. Biden says Antifa is just an idea. Ideas don’t assault cops &amp; burn down buildings. Antifa is a domestic terrorist org. https://t.co/ZSnRJ8DaQo,10-01-2020 02:31:15"
"As VP Biden wiped out the Iron Range – seven plants were idled and more than 2K workers were laid off. After I put Tariffs on foreign steel the Iron Range came roaring back to life! If Joe gets in the Radical Left will shut down the Iron Range FOREVER! https://t.co/2Gk2uOjaCW,10-01-2020 02:47:30"
"In just 3 and a half years we have secured America’s Borders rebuilt the awesome power of the U.S. Military obliterated the ISIS caliphate fixed our disastrous Trade Deals and brought JOBS back home to America – and back to MINNESOTA! #MAGA https://t.co/nX2oU5IWL0,10-01-2020 02:51:05"
"100000 DEFECTIVE BALLOTS IN NEW YORK. THEY WANT TO REPLACE THEM BUT WHERE AND WHAT HAPPENS TO THE BALLOTS THAT WERE FIRST SENT? THEY WILL BE USED BY SOMEBODY. USA END THIS SCAM - GO OUT AND VOTE!,10-01-2020 02:59:02"
"Thank you Paul! https://t.co/aAk1sfww0d,10-01-2020 03:00:33"
"RT @GOPChairwoman: Big news!A Maine court sided with the RNC and upheld the: *Ban on ballot harvesting*Voter ID requirements*Election…,10-01-2020 03:25:31"
"Thank you @HerschelWalker! https://t.co/XjlYe8x1Ay,10-01-2020 03:45:25"
"I won the debate big based on compilation of polls etc. Thank you!,10-01-2020 15:14:28"
"Why would I allow the Debate Commission to change the rules for the second and third Debates when I easily won last time?,10-01-2020 18:15:26"
"THANK YOU! #MAGA https://t.co/nGfbRmfmG7,10-01-2020 19:09:17"
"Exclusive Excerpt--Lewandowski &amp; Bossie: ‘Trump: America First: The President Succeeds Against All Odds’ https://t.co/8NVtLK2VU9 via @BreitbartNews. Great book. Order now!,10-01-2020 21:12:22"
"RT @GreggJarrett: Corrupt Comey conveniently claims no memory of parts of FBI’s Trump-Russia ‘collusion’ probe https://t.co/HC4sAjaGZ4,10-01-2020 21:14:12"
"RT @GreggJarrett: BOMBSHELL: Clinton Allegedly Approved Russiagate Falsehood As Distraction From Email Scandal https://t.co/1TqLo8rpMO,10-01-2020 21:14:48"
"RT @GreggJarrett: The Brief Podcast: New Documents Show The Russia Hoax Far Worse Than We Thought https://t.co/MVgzRZd8fm,10-01-2020 21:14:58"
"RT @GreggJarrett: NYT ‘Refused To Listen’ Says Trump Atty Over ‘Fake News’ Trump Tax Returns https://t.co/Egbdy9Hgo4,10-01-2020 21:15:12"
"RT @GreggJarrett: Hunter Biden Report Bombshell: Biden Was Briefed About Son Caused Problems In Obama White House https://t.co/nwAOeej3hs,10-01-2020 21:15:25"
"RT @GreggJarrett: Stunning revelations expose FBI’s Trump probe as dirtiest political trick in US history https://t.co/KFI0D4NHuv,10-01-2020 21:15:37"
"RT @GreggJarrett: Hunter Biden Report Bombshell: Biden Was Briefed About Son Caused Problems In Obama White House https://t.co/rh2yGEa3my,10-01-2020 21:16:12"
"RT @GreggJarrett: BLOOMBERG’S BIG POCKETS: Florida AG requests FBI probe into ex-con donations https://t.co/Q4FGWTf2VH,10-01-2020 21:17:13"
"RT @GreggJarrett: Extortion Bribery and Sex Trafficking: The Truth about Hunter Biden https://t.co/ViCl57XKYB,10-01-2020 21:17:42"
"RT @GreggJarrett: Michael Moore Chastises Biden For Only Visiting ‘White Michigan’ Avoiding ‘Black Michigan’ https://t.co/0Id8qGewQZ,10-01-2020 21:19:09"
